	dlow	dhigh	spellName	spellClass	spellLevel
	9999	9999	Rest Eternal	cleric4_oracle4, druid5, witch5
	9999	9999	Restful Sleep	bard1
	9999	9999	Resurgent Transformation	alchemist5
	9999	9999	Retribution	inquisitor3
	9999	9999	Reviving Finale	bard3
	9999	9999	Righteous Vigor	inquisitor3, paladin2
	9999	9999	River of Wind	druid4, sorcerer_wizard4, magus4
	9999	9999	Sacred Bond	cleric_oracle3, inquisitor2, paladin2
	9999	9999	Sacrificial Oath	paladin4
	9999	9999	Saddle Surge	paladin2
	9999	9999	Sanctify Armor	inquisitor4, paladin3
	9999	9999	Saving Finale	bard1
	9999	9999	Scent Trail	druid2
	9999	9999	Screech	witch3
	9999	9999	Sculpt Corpse	sorcerer_wizard1
	9999	9999	Seamantle	druid8, sorcerer_wizard8
	9999	9999	Seek Thoughts	alchemist3, bard3, inquisitor3, sorcerer_wizard3, summoner3, witch3
	9999	9999	Share Language	bard1, cleric2_oracle2, druid2, sorcerer_wizard2
	9999	9999	Shadow Projection	sorcerer_wizard4
	9999	9999	Share Senses	sorcerer_wizard4, witch3
	9999	9999	Shifting Sand	druid3, sorcerer_wizard3
	9999	9999	Shared Wrath	inquisitor4
	9999	9999	Sift	bard0, inquisitor0
	9999	9999	Sirocco	druid6, sorcerer_wizard6, magus6
	9999	9999	Sleepwalk	inquisitor4, witch4
	9999	9999	Slipstream	druid2, ranger2, sorcerer_wizard2
	9999	9999	Snake Staff	cleric_oracle5, druid5
	9999	9999	Solid Note	bard1
	9999	9999	Spark	bard0, cleric0_oracle0, druid0, sorcerer_wizard0, witch0, magus0
	9999	9999	Spiked Pit	sorcerer_wizard3, summoner3
	9999	9999	Spiritual Ally	cleric4_oracle4
	9999	9999	Spite	witch4
	9999	9999	Stay the Hand	paladin4
	9999	9999	Stone Call	druid2, ranger2, sorcerer_wizard2, magus2
	9999	9999	Stone Fist	alchemist1, druid1, sorcerer_wizard1, magus1
	9999	9999	Stormbolts	cleric8_oracle8, druid8, sorcerer_wizard8, witch8
	9999	9999	Strong Jaw	druid4, ranger3
	9999	9999	Stumble Gap	sorcerer_wizard1
	9999	9999	Stunning Finale	bard5
	9999	9999	Suffocation	sorcerer_wizard5, witch5
	9999	9999	Suffocation, Mass	sorcerer_wizard9, witch9
	9999	9999	Summon Eidolon	summoner2
	9999	9999	Swarm Skin	druid6, witch6
	9999	9999	Thorn Body	alchemist3, druid4
	9999	9999	Threefold Aspect	druid5, witch4
	9999	9999	Thundering Drums	bard3
	9999	9999	Timely Inspiration	bard1
	9999	9999	Tireless Pursuit	inquisitor1, ranger1
	9999	9999	Tireless Pursuers	inquisitor4, ranger3
	9999	9999	Touch of Gracelessness	bard1, sorcerer_wizard1
	9999	9999	Touch of the Sea	alchemist1, druid1, sorcerer_wizard1
	9999	9999	Transmogrify	summoner4
	9999	9999	Transmute Potion to Poison	alchemist2
	9999	9999	Treasure Stitching	bard4, cleric5_oracle5, sorcerer_wizard5
	9999	9999	True Form	druid4, sorcerer_wizard4
	9999	9999	Tsunami	druid9, sorcerer_wizard9
	9999	9999	Twilight Knife	sorcerer_wizard3, witch3
	9999	9999	Twin Form	alchemist6
	9999	9999	Unfetter	summoner1
	9999	9999	Universal Formula	alchemist4
	9999	9999	Unwilling Shield	bard5, inquisitor5, sorcerer_wizard6, witch6
	9999	9999	Unwitting Ally	bard0
	9999	9999	Vanish	bard1, sorcerer_wizard1, magus1
	9999	9999	Veil of Positive Energy	paladin1
	9999	9999	Venomous Bolt	ranger3
	9999	9999	Versatile Weapon	bard2, ranger2, sorcerer_wizard3, magus3
	9999	9999	Vomit Swarm	alchemist2, witch2
	9999	9999	Vortex	druid7, sorcerer_wizard7
	9999	9999	Wake of Light	paladin2
	9999	9999	Wall of Lava	druid8, sorcerer_wizard8
	9999	9999	Wall of Suppression	sorcerer_wizard9
	9999	9999	Wandering Star Motes	bard4, sorcerer_wizard4, witch4
	9999	9999	Ward the Faithful	inquisitor3
	9999	9999	Weapon of Awe	cleric2_oracle2, inquisitor2, paladin2
	9999	9999	Winds of Vengeance	cleric9_oracle9, druid9, sorcerer_wizard9
	9999	9999	World Wave	druid9, sorcerer_wizard9
	9999	9999	Wrath	inquisitor1
	9999	9999	Wrathful Mantle	cleric3_oracle3, paladin3
	9999	9999	Ice Armor	cleric1_oracle1, druid1
	9999	9999	Hunter's Eye	inquisitor3, ranger2
	9999	9999	Hunter's Howl	ranger1
	9999	9999	Perceive Cues	alchemist2, inquisitor2, ranger2, witch2
	9999	9999	Residual Tracking	ranger1
	9999	9999	Blessing of Courage and Life	cleric2_oracle2, paladin2
	9999	9999	Rift of Ruin	cleric8_oracle8, sorcerer_wizard8
	9999	9999	Fractions of Heal and Harm	bard3, cleric3_oracle3, sorcerer_wizard3
	9999	9999	Constricting Coils	cleric5_oracle5, sorcerer_wizard5
	9999	9999	Ancestral Memory	alchemist5, cleric_oracle5, druid4
	9999	9999	Gorum's Armor	cleric_oracle1, inquisitor1, magus1
	9999	9999	Harrowing	bard3, sorcerer_wizard3, witch3
	9999	9999	Infernal Healing	cleric1_oracle1, magus1, sorcerer_wizard1, summoner1, witch1
	9999	9999	Infernal Healing, Greater	cleric4_oracle4, magus4, sorcerer_wizard4, summoner4, witch4
	9999	9999	Lover's Vengeance	bard3, cleric_oracle3, sorcerer_wizard3, witch3
	9999	9999	Shield Of The Dawnflower	bard4, cleric_oracle4, magus4, paladin4, ranger4
	9999	9999	Teleport Trap	sorcerer_wizard7
	9999	9999	Unbreakable Heart	bard1, cleric_oracle1, paladin1, ranger1, witch1
	9999	9999	Vision of Lamashtu	cleric_oracle7, inquisitor6, witch7
	9999	9999	Waters Of Lamashtu	alchemist2, cleric_oracle3, druid3, witch3
	9999	9999	Smite Abomination	cleric5_oracle5
	9999	9999	Enhance Water	bard1, cleric1_oracle1, paladin1
	9999	9999	Hairline Fractures	cleric1_oracle1, druid1
	9999	9999	Haze of Dreams	bard1, cleric1_oracle1, inquisitor1, paladin1
	9999	9999	Tap Inner Beauty	bard1, cleric1_oracle1
	9999	9999	Trail of the Rose	bard2, cleric2_oracle2
	9999	9999	Weapons Against Evil	cleric1_oracle1, inquisitor1, paladin1
	9999	9999	Acidic Spray	magus5, sorcerer_wizard5
	9999	9999	Acute Senses	alchemist2, bard2, inquisitor2, ranger2
	9999	9999	Age Resistance, Lesser	alchemist3, druid4, sorcerer_wizard4, witch4
	9999	9999	Age Resistance, Greater	alchemist5, druid7, sorcerer_wizard7, witch7
	9999	9999	Age Resistance	alchemist4, druid6, sorcerer_wizard6, witch6
	9999	9999	Allegro	bard2
	9999	9999	Animate Dead, Lesser	cleric2_oracle2, sorcerer_wizard3
	9999	9999	Anthropomorphic Animal	druid3, sorcerer_wizard3, witch3
	9999	9999	Anticipate Peril	alchemist1, bard1, ranger1, sorcerer_wizard1
	9999	9999	Arboreal Hammer	druid4
	9999	9999	Arcana Theft	magus4
	9999	9999	Archon's Aura	cleric3_oracle3, paladin3
	9999	9999	Arrow of Law	cleric2_oracle2, paladin2
	9999	9999	Ash Storm	druid3, sorcerer_wizard3, witch3
	9999	9999	Astral Projection, Lesser	cleric5_oracle5, sorcerer_wizard5
	9999	9999	Atavism	druid4
	9999	9999	Atavism, Mass	druid8
	9999	9999	Aura of Doom	cleric4_oracle4
	9999	9999	Badger's Ferocity	cleric3_oracle3, druid3, ranger2, sorcerer_wizard2
	9999	9999	Battlemind Link	inquisitor4, sorcerer_wizard6
	9999	9999	Bestow Grace of the Champion	cleric7_oracle7, paladin4
	9999	9999	Blade of Bright Victory	paladin3
	9999	9999	Blade of Dark Triumph	antipaladin3
	9999	9999	Blessing of the Mole	cleric3_oracle3, inquisitor3, paladin3, ranger3
	9999	9999	Blood Crow Strike	cleric_oracle4
	9999	9999	Blood Mist	druid8
	9999	9999	Blood Transcription	alchemist2, magus2, wizard2, witch2
	9999	9999	Boiling Blood	bard2, cleric_oracle2, sorcerer_wizard2, witch2
	9999	9999	Bungle	sorcerer_wizard1, witch1
	9999	9999	Burrow	alchemist3, druid3, ranger3, sorcerer_wizard3
	9999	9999	Burst of Nettles	druid3
	9999	9999	Cackling Skull	witch3
	9999	9999	Call Construct	cleric8_oracle8, sorcerer_wizard8
	9999	9999	Cape Of Wasps	druid4, witch4
	9999	9999	Caustic Eruption	sorcerer_wizard7
	9999	9999	Chord Of Shards	bard1
	9999	9999	Circle Of Clarity	cleric_oracle7, sorcerer_wizard7
	9999	9999	Cold Ice Strike	cleric_oracle6, sorcerer_wizard6
	9999	9999	Compassionate Ally	bard2, cleric2_oracle2, sorcerer_wizard2
	9999	9999	Conjure Black Pudding	sorcerer_wizard6, summoner5
	9999	9999	Contagion, Greater	cleric5_oracle5, druid5, sorcerer_wizard6, witch5
	9999	9999	Control Construct	sorcerer_wizard7
	9999	9999	Control Summoned Creature	bard3, cleric4_oracle4, sorcerer_wizard4, summoner3
	9999	9999	Corrosive Consumption	magus5, sorcerer_wizard5
	9999	9999	Corrosive Touch	magus1, sorcerer_wizard1, summoner1
	9999	9999	Countless Eyes	alchemist3, inquisitor3, sorcerer_wizard3, witch3
	9999	9999	Create Demiplane	cleric8_oracle8, sorcerer_wizard8, summoner6, witch8
	9999	9999	Create Demiplane, Lesser	cleric7_oracle7, sorcerer_wizard7, summoner5, witch7
	9999	9999	Create Demiplane, Greater	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Curse, Major	cleric5_oracle5, sorcerer_wizard6, witch5
	9999	9999	Curse Of Disgust	bard3, sorcerer_wizard5, witch5
	9999	9999	Curse of Magic Negation	cleric5_oracle5, inquisitor4, sorcerer_wizard4, witch4
	9999	9999	Cursed Earth	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Cushioning Bands	sorcerer_wizard2, summoner2
	9999	9999	Dance of a Hundred Cuts	bard4
	9999	9999	Dance of a Thousand Cuts	bard6
	9999	9999	Darkvision, Greater	alchemist4, antipaladin4, ranger4, sorcerer_wizard4
	9999	9999	Daze, Mass	bard4, inquisitor4, sorcerer_wizard4, summoner4, witch4
	9999	9999	Decompose Corpse	cleric1_oracle1, druid1, sorcerer_wizard1, witch1
	9999	9999	Defensive Shock	alchemist2, magus2, sorcerer_wizard2
	9999	9999	Delay Pain	bard2, cleric2_oracle2, inquisitor2, sorcerer_wizard2, witch2
	9999	9999	Delusional Pride	bard1, sorcerer_wizard1, witch1
	9999	9999	Diagnose Disease	cleric1_oracle1, druid1, paladin1, ranger1, witch1
	9999	9999	Disfiguring Touch	cleric_oracle2, sorcerer_wizard2, witch2
	9999	9999	Disguise Other	bard2, inquisitor2, sorcerer_wizard2
	9999	9999	Distracting Cacophony	bard2, sorcerer_wizard3
	9999	9999	Distressing Tone	bard2, inquisitor2
	9999	9999	Divine Pursuit	inquisitor5
	9999	9999	Dread Bolt	cleric_oracle2
	9999	9999	Eagle Aerie	druid6, summoner6
	9999	9999	Ear-Piercing Scream	bard1, inquisitor1, sorcerer_wizard1, witch1
	9999	9999	Echolocation	alchemist4, bard4, druid4, sorcerer_wizard5
	9999	9999	Eldritch Fever	inquisitor3, sorcerer_wizard3, witch3
	9999	9999	Envious Urge	bard4, sorcerer_wizard6
	9999	9999	Epidemic	cleric6_oracle6, druid6, sorcerer_wizard7, witch6
	9999	9999	Eruptive Pustules	alchemist3, sorcerer_wizard3, witch3
	9999	9999	Excruciating Deformation	sorcerer_wizard3, witch3
	9999	9999	Exquisite Accompaniment	bard3
	9999	9999	False Life, Greater	alchemist4, sorcerer_wizard4, witch4
	9999	9999	Familiar Melding	sorcerer_wizard4, witch4
	9999	9999	Fickle Winds	cleric5_oracle5, druid5, ranger3, sorcerer_wizard5
	9999	9999	Fleshworm Infestation	cleric4_oracle4, inquisitor4, sorcerer_wizard4, witch4
	9999	9999	Forbid Action	cleric1_oracle1, inquisitor1
	9999	9999	Forbid Action, Greater	cleric5_oracle5, inquisitor5
	9999	9999	Force Hook Charge	magus3
	9999	9999	Force Punch	magus3, sorcerer_wizard3
	9999	9999	Forced Quiet	bard1, inquisitor1, sorcerer_wizard1, witch1
	9999	9999	Frigid Touch	druid2, magus2, sorcerer_wizard2
	9999	9999	Frostbite	druid1, magus1, witch1
	9999	9999	Fumbletongue	bard1, witch1
	9999	9999	Fungal Infestation	druid3
	9999	9999	Ghostly Disguise	alchemist2, bard2, inquisitor2, sorcerer_wizard2, witch2
	9999	9999	Haunting Choir	bard3
	9999	9999	Haunting Mists	bard2, sorcerer_wizard2, witch2
	9999	9999	Hex Ward	inquisitor1, witch1
	9999	9999	Holy Ice	cleric5_oracle5
	9999	9999	Holy Shield	paladin2
	9999	9999	Horn of Pursuit	bard1, inquisitor1, paladin1, ranger1
	9999	9999	Howling Agony	inquisitor2, sorcerer_wizard3, witch3
	9999	9999	Ice Body	sorcerer_wizard7, witch7
	9999	9999	Ice Crystal Teleport	sorcerer_wizard6, summoner5, witch6
	9999	9999	Icicle Dagger	sorcerer_wizard1, summoner1, witch1
	9999	9999	Icy Prison	sorcerer_wizard5
	9999	9999	Icy Prison, Mass	sorcerer_wizard9
	9999	9999	Imbue with Aura	cleric2_oracle2
	9999	9999	Interplanetary Teleport	cleric9_oracle9, sorcerer_wizard9
	9999	9999	Interrogation	inquisitor1, sorcerer_wizard1, witch1
	9999	9999	Interrogation, Greater	inquisitor4
	9999	9999	Joyful Rapture	bard5, cleric6_oracle6, sorcerer_wizard7
	9999	9999	Ki Arrow	bard1, sorcerer_wizard1, witch1
	9999	9999	Ki Leech	cleric3_oracle3, sorcerer_wizard3, witch3
	9999	9999	Ki Shout	bard5, sorcerer_wizard7
	9999	9999	Know The Enemy	cleric_oracle1, inquisitor1, paladin1, ranger1
	9999	9999	Leashed Shackles	inquisitor4, sorcerer_wizard6
	9999	9999	Lend Judgment	inquisitor1
	9999	9999	Lend Judgment, Greater	inquisitor5
	9999	9999	Lightning Arc	sorcerer_wizard5
	9999	9999	Loathsome Veil	sorcerer_wizard3, witch3
	9999	9999	Lunar Veil	cleric7_oracle7, sorcerer_wizard7, witch7
	9999	9999	Mad Hallucination	bard2, sorcerer_wizard2, witch2
	9999	9999	Mad Monkeys	bard3, druid3, sorcerer_wizard3, summoner3
	9999	9999	Malfunction	sorcerer_wizard4
	9999	9999	Malicious Spite	bard3, sorcerer_wizard4
	9999	9999	Marionette Possession	alchemist3, sorcerer_wizard3, summoner3, witch3
	9999	9999	Masterwork Transformation	bard2, cleric2_oracle2, druid2, sorcerer_wizard2, witch2
	9999	9999	Miserable Pity	bard2, sorcerer_wizard2, witch2
	9999	9999	Monstrous Physique I	alchemist3, magus3, sorcerer_wizard3
	9999	9999	Monstrous Physique II	alchemist4, magus4, sorcerer_wizard4
	9999	9999	Monstrous Physique III	alchemist5, magus5, sorcerer_wizard5
	9999	9999	Monstrous Physique IV	alchemist6, magus6, sorcerer_wizard6
	9999	9999	Murderous Command	antipaladin1, cleric_oracle1
	9999	9999	Oppressive Boredom	bard2, sorcerer_wizard2
	9999	9999	Oracle's Vessel	oracle4
	9999	9999	Orb Of The Void	cleric_oracle8, sorcerer_wizard8
	9999	9999	Overwhelming Grief	bard3, sorcerer_wizard4
	9999	9999	Overwhelming Presence	bard6, cleric9_oracle9, inquisitor6, sorcerer_wizard9
	9999	9999	Pernicious Poison	antipaladin2, druid2, sorcerer_wizard2, witch2
	9999	9999	Persuasive Goad	inquisitor1
	9999	9999	Piercing Shriek	bard2
	9999	9999	Plague Carrier	cleric4_oracle4, druid4, sorcerer_wizard5, witch5
	9999	9999	Plague Storm	cleric6_oracle6, druid6, sorcerer_wizard7, witch6
	9999	9999	Play Instrument	bard1
	9999	9999	Polar Midnight	cleric9_oracle9, druid9, witch9
	9999	9999	Polypurpose Panacea	alchemist1, sorcerer_wizard1
	9999	9999	Possess Object	sorcerer_wizard5, witch5
	9999	9999	Prediction of Failure	sorcerer_wizard8, witch8
	9999	9999	Primal Scream	bard4
	9999	9999	Protective Penumbra	cleric2_oracle2, sorcerer_wizard2, witch2
	9999	9999	Rain of Frogs	bard3, druid3, sorcerer_wizard3, summoner3, witch3
	9999	9999	Raise Animal Companion	druid5, paladin4, ranger4
	9999	9999	Rapid Repair	cleric5_oracle5, sorcerer_wizard5
	9999	9999	Ray of Sickening	cleric1_oracle1, druid1, sorcerer_wizard1, summoner1, witch1
	9999	9999	Reckless Infatuation	bard2, sorcerer_wizard3, witch3
	9999	9999	Remove Sickness	cleric1_oracle1, druid1, witch1
	9999	9999	Reprobation	cleric5_oracle5, druid5, inquisitor4, paladin4
	9999	9999	Resonating Word	bard5, sorcerer_wizard7
	9999	9999	Restore Corpse	cleric1_oracle1, druid1, sorcerer_wizard1, witch1
	9999	9999	Restore Eidolon	summoner3
	9999	9999	Restore Eidolon, Lesser	summoner2
	9999	9999	Ride the Lightning	sorcerer_wizard9
	9999	9999	Ride The Waves	cleric4_oracle4, druid4, sorcerer_wizard4, witch4
	9999	9999	Sanctify Corpse	cleric1_oracle1, inquisitor1, paladin1, witch1
	9999	9999	Sands of Time	cleric3_oracle3, sorcerer_wizard3, witch3
	9999	9999	Scouring Winds	druid7, sorcerer_wizard7, witch7
	9999	9999	Sculpt Simulacrum	sorcerer_wizard2
	9999	9999	Serenity	bard4, cleric5_oracle5, sorcerer_wizard6
	9999	9999	Shadowbard	bard5
	9999	9999	Shadow Step	bard4, sorcerer_wizard4, witch4
	9999	9999	Shadow Weapon	sorcerer_wizard1, witch1
	9999	9999	Shard of Chaos	cleric2_oracle2
	9999	9999	Share Memory	bard2, sorcerer_wizard2, witch2
	9999	9999	Simulacrum, Lesser	sorcerer_wizard4
	9999	9999	Skinsend	alchemist2, sorcerer_wizard2, witch2
	9999	9999	Smug Narcissism	bard3, sorcerer_wizard5, witch5
	9999	9999	Snapdragon Fireworks	bard2, sorcerer_wizard1
	9999	9999	Sonic Thrust	bard4, sorcerer_wizard5
	9999	9999	Soothe Construct	cleric4_oracle4, sorcerer_wizard5
	9999	9999	Spear Of Purity	cleric_oracle2
	9999	9999	Spit Venom	cleric4_oracle4, druid3, witch3
	9999	9999	Steal Voice	bard2, sorcerer_wizard2, witch2
	9999	9999	Strangling Hair	sorcerer_wizard3, witch3
	9999	9999	Summon Elder Worm	druid9
	9999	9999	Summon Froghemoth	druid9
	9999	9999	Summon Minor Ally	druid1, ranger1
	9999	9999	Summon Minor Monster	antipaladin1, bard1, cleric1_oracle1, sorcerer_wizard1, summoner1, witch1
	9999	9999	Surmount Affliction	cleric_oracle2, inquisitor2
	9999	9999	Symbol of Healing	cleric3_oracle3, paladin4, witch4
	9999	9999	Symbol of Mirroring	sorcerer_wizard2, witch2
	9999	9999	Symbol of Revelation	cleric4_oracle4, sorcerer_wizard4, witch4
	9999	9999	Symbol of Scrying	cleric5_oracle5, sorcerer_wizard5, witch5
	9999	9999	Symbol of Sealing	cleric6_oracle6, sorcerer_wizard6, witch6
	9999	9999	Symbol of Slowing	cleric4_oracle4, sorcerer_wizard4, witch4
	9999	9999	Symbol of Strife	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Symbol of Vulnerability	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Tar Ball	druid2
	9999	9999	Temporary Resurrection	sorcerer_wizard7, witch7
	9999	9999	Terrible Remorse	bard3, cleric_oracle4, inquisitor3, sorcerer_wizard4
	9999	9999	Touch of Slime	alchemist4, druid4, sorcerer_wizard4, witch4
	9999	9999	Toxic Gift	antipaladin2, sorcerer_wizard3
	9999	9999	Transmute Blood To Acid	sorcerer_wizard9
	9999	9999	Unadulterated Loathing	antipaladin2, bard2, sorcerer_wizard3, witch3
	9999	9999	Unbreakable Construct	sorcerer_wizard5
	9999	9999	Undead Anatomy I	alchemist3, magus3, sorcerer_wizard3
	9999	9999	Undead Anatomy II	alchemist5, magus5, sorcerer_wizard5
	9999	9999	Undead Anatomy III	alchemist6, magus6, sorcerer_wizard6
	9999	9999	Undead Anatomy IV	sorcerer_wizard8
	9999	9999	Unholy Ice	cleric5_oracle5
	9999	9999	Unholy Sword	antipaladin4
	9999	9999	Unnatural Lust	bard1, sorcerer_wizard2, witch2
	9999	9999	Unprepared Combatant	bard1, sorcerer_wizard1, witch1
	9999	9999	Unshakable Chill	druid2, sorcerer_wizard2, witch2
	9999	9999	Utter Contempt	antipaladin3, bard4, sorcerer_wizard6
	9999	9999	Vengeful Outrage	bard5, sorcerer_wizard6, witch6
	9999	9999	Vermin Shape I	alchemist4, druid3, magus4, sorcerer_wizard4, witch3
	9999	9999	Vermin Shape II	alchemist5, druid4, magus5, sorcerer_wizard5, witch4
	9999	9999	Vestment of the Champion	antipaladin2, paladin2
	9999	9999	Virtuoso Performance	bard4
	9999	9999	Vision of Hell	bard3, cleric3_oracle3, sorcerer_wizard3, witch3
	9999	9999	Vitriolic Mist	alchemist4, sorcerer_wizard4, summoner4
	9999	9999	Vocal Alteration	alchemist1, bard1, inquisitor1, sorcerer_wizard1, witch1
	9999	9999	Volcanic Storm	druid4, sorcerer_wizard4, witch4
	9999	9999	Wall of Sound	bard4, magus4, sorcerer_wizard5
	9999	9999	Wartrain Mount	antipaladin1, bard2, druid2, inquisitor1, paladin1, ranger1
	9999	9999	Waves of Ecstasy	bard6, cleric7_oracle7, sorcerer_wizard7, witch7
	9999	9999	Web Shelter	cleric2_oracle2, druid2, ranger2, sorcerer_wizard2, summoner2, witch2
	9999	9999	Witness	bard3, inquisitor3, witch3
	9999	9999	Wooden Phalanx	cleric9_oracle9, sorcerer_wizard9
	9999	9999	Word of Resolve	paladin1
	9999	9999	Youthful Appearance	alchemist1, bard1, sorcerer_wizard1, witch1
	9999	9999	Staggering Fall	cleric2_oracle2, sorcerer_wizard2, witch2
	9999	9999	Greensight	druid2, ranger2, sorcerer_wizard2
	9999	9999	Sheet Lightning	druid3, sorcerer_wizard3
	9999	9999	Breeze	sorcerer_wizard0
	9999	9999	Drench	sorcerer_wizard0
	9999	9999	Jolt	sorcerer_wizard0
	9999	9999	Penumbra	sorcerer_wizard0
	9999	9999	Root	sorcerer_wizard0
	9999	9999	Scoop	sorcerer_wizard0
	9999	9999	Dazzling Blade	bard1, sorcerer_wizard1
	9999	9999	Dazzling Blade, Mass	sorcerer_wizard3
	9999	9999	Summon Accuser	bard4, cleric4_oracle4, sorcerer_wizard4, summoner4, witch4
	9999	9999	Summon Infernal Host	bard5, cleric5_oracle5, sorcerer_wizard5, summoner5, witch5
	9999	9999	Echean's Excellent Enclosure	sorcerer_wizard9
	9999	9999	Ablative Sphere	sorcerer_wizard3
	9999	9999	Burning Arc	sorcerer_wizard2
	9999	9999	Cultural Adaptation	bard1, cleric1_oracle1, sorcerer_wizard1
	9999	9999	Snow Shape	cleric2_oracle2, druid1, sorcerer_wizard2
	9999	9999	Summon Totem Creature	cleric3_oracle3, druid3, ranger3, sorcerer_wizard3, summoner3
	9999	9999	Battering Blast	sorcerer_wizard3
	9999	9999	Undeath Ward	cleric5_oracle5, inquisitor4, sorcerer_wizard6, witch6
	9999	9999	Fairness	cleric_oracle1, inquisitor2, paladin2
	9999	9999	Seducer's Eyes	bard2, sorcerer_wizard2
	9999	9999	Lighten Object	bard1, cleric1_oracle1, sorcerer_wizard1, summoner1
	9999	9999	Lighten Object, Mass	cleric5_oracle5, sorcerer_wizard5, summoner5
	9999	9999	Read Weather	bard1, cleric1_oracle1, druid1, ranger1
	9999	9999	Sky Swim	cleric3_oracle3, druid3
	9999	9999	Abstemiousness	bard1, cleric1_oracle1, druid1
	9999	9999	Spell Gauge	bard2, cleric2_oracle2, inquisitor2, sorcerer_wizard2
	9999	9999	Early Judgment	cleric2_oracle2, inquisitor2
	9999	9999	Silk To Steel	bard2, sorcerer_wizard2, witch2
	9999	9999	Aram Zey's Focus	alchemist2, bard2, sorcerer_wizard2
	9999	9999	Aram Zey's Trap Ward	sorcerer_wizard4
	9999	9999	Bite the Hand	druid3, inquisitor3, sorcerer_wizard4, summoner3, witch4
	9999	9999	Bite the Hand, Mass	druid6, inquisitor6, sorcerer_wizard7, summoner6, witch7
	9999	9999	Corpse Lanterns	sorcerer_wizard2, witch2
	9999	9999	Gilded Whispers	cleric4_oracle4, sorcerer_wizard3
	9999	9999	Lipstitch	sorcerer_wizard2, witch2
	9999	9999	Petulengro's Validation	alchemist1, inquisitor1, sorcerer_wizard1
	9999	9999	Sequester Thoughts	bard3, sorcerer_wizard5
	9999	9999	Sharesister	cleric3_oracle3, witch3
	9999	9999	Stalwart Resolve	alchemist2, cleric2_oracle2, inquisitor1, paladin1, witch2
	9999	9999	Stolen Light	bard3, sorcerer_wizard3
	9999	9999	Twisted Innards	alchemist2, magus3, sorcerer_wizard3, witch3
	9999	9999	Blot	bard3, cleric3_oracle3, sorcerer_wizard3
	9999	9999	Fire Sneeze	alchemist2, druid2, sorcerer_wizard2
	9999	9999	Limp Lash	sorcerer_wizard2, witch2
	9999	9999	Aroden's Spellbane	sorcerer_wizard9
	9999	9999	Bladed Dash	bard2, magus2
	9999	9999	Bladed Dash, Greater	bard5, magus5
	9999	9999	Blast Barrier	druid4, ranger3, sorcerer_wizard3, witch4
	9999	9999	Call Weapon	bard1, magus1, ranger1
	9999	9999	Crusader's Edge	cleric_oracle4, inquisitor4, paladin4
	9999	9999	Eaglesoul	cleric6_oracle6, paladin4, summoner5
	9999	9999	Eldritch Conduit	sorcerer_wizard2, witch2
	9999	9999	Eldritch Conduit, Greater	sorcerer_wizard6, witch6
	9999	9999	Fleshcurdle	sorcerer_wizard2
	9999	9999	Forceful Strike	cleric4_oracle4, inquisitor4, magus4, paladin4
	9999	9999	Geb's Hammer	sorcerer_wizard4, witch4
	9999	9999	Geniekind	cleric5_oracle5, druid5, sorcerer_wizard5, summoner5
	9999	9999	Hungry Darkness	sorcerer_wizard7
	9999	9999	Hunter's Lore	inquisitor2, ranger2
	9999	9999	Impart Mind	cleric6_oracle6, magus5, sorcerer_wizard6
	9999	9999	Khain's Army	cleric5_oracle5, sorcerer_wizard5, witch5
	9999	9999	Kiss of the First World	bard4, druid4
	9999	9999	Light of Iomedae	cleric3_oracle3, inquisitor3, paladin2
	9999	9999	Martial Marionette	bard3
	9999	9999	Martyr's Bargain	cleric2_oracle2, paladin2
	9999	9999	Music of the Spheres	bard5, cleric6_oracle6
	9999	9999	Orchid's Drop	alchemist3
	9999	9999	Pugwampi's Grace	bard2, sorcerer_wizard3, witch3
	9999	9999	Shadow Barbs	cleric4_oracle4, inquisitor4, sorcerer_wizard4
	9999	9999	Shining Cord	magus3
	9999	9999	Siphon Magic	cleric5_oracle5, sorcerer_wizard5, witch5
	9999	9999	Song of Kyonin	bard4
	9999	9999	Spell Absorption	sorcerer_wizard5
	9999	9999	Spell Absorption, Greater	sorcerer_wizard8
	9999	9999	Spellscar	cleric8_oracle8, sorcerer_wizard8
	9999	9999	Suppress Primal Magic	cleric4_oracle4, sorcerer_wizard4
	9999	9999	Tattoo Potion	alchemist2, bard2, sorcerer_wizard2, witch2
	9999	9999	Transfer Tattoo	bard1, sorcerer_wizard1, witch1
	9999	9999	Vengeful Comets	druid3, sorcerer_wizard3
	9999	9999	Vex Giant	ranger3
	9999	9999	Weaponwand	bard1, cleric1_oracle1, inquisitor1, magus1
	9999	9999	Zone of Foul Flames	druid4
	9999	9999	Ablative Barrier	alchemist2, magus2, sorcerer_wizard3, summoner2
	9999	9999	Absorb Toxicity	alchemist3, druid4, sorcerer_wizard5, witch4
	9999	9999	Abundant Ammunition	bard1, cleric1_oracle1, ranger1, sorcerer_wizard1
	9999	9999	Adjuring Step	alchemist1, bard1, magus1, sorcerer_wizard1
	9999	9999	Adoration	bard1, sorcerer_wizard2, witch2
	9999	9999	Air Bubble	cleric1_oracle1, druid1, ranger1, sorcerer_wizard1, witch1
